term,estimate,se,p,class,response,het_proxy,n,thermal,p_adj
bio4_mean,0.293311432987346,0.0810433417569678,0.000295524053019136,Amphibia,fecundity,het_shannon,1994,Ectotherm,0.00117510155993408
hfp2020,0.0643511162392159,0.0139687077651659,4.08902638415753e-06,Amphibia,fecundity,het_shannon,1994,Ectotherm,2.49802339104897e-05
het_shannon,-0.00911923997152287,0.0118026238295293,0.439732420510356,Amphibia,fecundity,het_shannon,1994,Ectotherm,0.628723801240339
(Intercept),-0.0254407334163876,0.157551079262026,0.871718435829271,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.98240734317387
bio1_mean,0.120567873488884,0.035109231484084,0.000594570949220996,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.00219533888943137
bio12_mean,0.106601978788217,0.0262378948709713,4.84665135738194e-05,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.000239481596482402
npp,0.0188037001203489,0.0127459612824675,0.140140689221431,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.259434003186782
bio4_mean,-0.125065277070709,0.0768328318923018,0.103576153372673,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.202924708648502
hfp2020,-0.0298222642291976,0.0121768037327896,0.0143211910918908,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.0371576849951761
het_shannon,0.0255044158124085,0.0102807957764281,0.0131094424640801,Amphibia,nocturnality,het_shannon,1994,Ectotherm,0.0350977901827164
(Intercept),0.0061974755145543,0.164050096171306,0.969864729137368,Amphibia,verticality,het_shannon,1994,Ectotherm,0.990247327351799
bio1_mean,0.0564759636469511,0.0622355861443537,0.364166492182589,Amphibia,verticality,het_shannon,1994,Ectotherm,0.545033146429176
bio12_mean,-0.0770343107916434,0.0465216060656271,0.0977456273845481,Amphibia,verticality,het_shannon,1994,Ectotherm,0.192815794807178
npp,-0.0260354681909262,0.0228578527764536,0.254696332044365,Amphibia,verticality,het_shannon,1994,Ectotherm,0.418474169031329
bio4_mean,-0.00479059663766476,0.116809078513946,0.967286174303439,Amphibia,verticality,het_shannon,1994,Ectotherm,0.990247327351799
hfp2020,-0.0446193563077749,0.0218026498714116,0.040706150556191,Amphibia,verticality,het_shannon,1994,Ectotherm,0.0911817772458678
het_shannon,0.00587109681035805,0.0184297025575242,0.750054808524551,Amphibia,verticality,het_shannon,1994,Ectotherm,0.923678063736798
(Intercept),0.0518716376108539,0.196160452853713,0.791444948163225,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.949043133590307
bio1_mean,0.0441161030211549,0.0250673081642917,0.0784237662866576,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.159216830648441
bio12_mean,-0.0434037967475658,0.0187382206817226,0.0205405660666427,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.0501936741701232
npp,-0.0036346067299054,0.00905369817030828,0.68808887596986,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.882434589030049
bio4_mean,0.23762687336018,0.0590744794329244,5.75845656569651e-05,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.000274445589514047
hfp2020,0.0193191888225803,0.00866072773984637,0.0257032773303183,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.060819022415401
het_shannon,-0.0148721339628596,0.00730507163880949,0.0417639917157573,Amphibia,habitat_breadth,het_shannon,1994,Ectotherm,0.0932405396444814
(Intercept),0.0122280017602253,0.127638134754412,0.923677746919288,Amphibia,range_size,het_shannon,1994,Ectotherm,0.988429290129263
bio1_mean,0.0329563247511776,0.0408349074368723,0.419630443718932,Amphibia,range_size,het_shannon,1994,Ectotherm,0.60801024373271
bio12_mean,-0.0646738450074251,0.0305181942172187,0.0340744324297466,Amphibia,range_size,het_shannon,1994,Ectotherm,0.0776204020094567
npp,0.00710038396850143,0.0149248332812067,0.634257529880457,Amphibia,range_size,het_shannon,1994,Ectotherm,0.842334110829382
bio4_mean,0.360846434920989,0.0814084718818288,9.31287441341411e-06,Amphibia,range_size,het_shannon,1994,Ectotherm,5.39504448777093e-05
hfp2020,0.0300209759645673,0.0142426542339661,0.0350464132378709,Amphibia,range_size,het_shannon,1994,Ectotherm,0.0795648300535448
het_shannon,-8.36941608726086e-05,0.0120353151400209,0.994451517073114,Amphibia,range_size,het_shannon,1994,Ectotherm,0.997420029064377
(Intercept),-0.0393466662127047,0.128706179987605,0.759826050766138,Amphibia,PACE,het_shannon,1994,Ectotherm,0.925005627019646
bio1_mean,0.37199620058782,0.0394189463621179,0,Amphibia,PACE,het_shannon,1994,Ectotherm,0
bio12_mean,0.212578588478288,0.0294591503181522,5.35127497869326e-13,Amphibia,PACE,het_shannon,1994,Ectotherm,9.2206584248253e-12
npp,-0.00808485163715997,0.0143923355154588,0.574288390998158,Amphibia,PACE,het_shannon,1994,Ectotherm,0.776678974580133
bio4_mean,-0.2881026038733,0.0796675672936674,0.000298832713931274,Amphibia,PACE,het_shannon,1994,Ectotherm,0.00118126813977539
hfp2020,-0.0626466618364912,0.0137363143186476,5.09930446801477e-06,Amphibia,PACE,het_shannon,1994,Ectotherm,3.08714648874407e-05
het_shannon,0.00831100927940872,0.0116062954949214,0.473943378107423,Amphibia,PACE,het_shannon,1994,Ectotherm,0.663520729350391
(Intercept),0.0377523344562732,0.172177768551744,0.826444637680604,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.968129583250631
bio1_mean,0.0406552798673103,0.0278483547375574,0.144322822332615,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.264986165594309
bio12_mean,-0.0532828108310591,0.0208145605764149,0.0104707826961181,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.0287198611093526
npp,-0.000523216360619889,0.0100749916326602,0.958582726473047,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.990247327351799
bio4_mean,0.255718817325967,0.0640983928821859,6.62202143544288e-05,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.000304794411275179
hfp2020,0.0238351520716104,0.009633137014797,0.0133502153927674,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.0354598606479829
het_shannon,-0.0107737939662458,0.00812799628814218,0.184999868921955,Amphibia,NICHE,het_shannon,1994,Ectotherm,0.324595070275597
